policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio
POL-2021238,Regional Bank,Southeast,2023,5849233,0,0.0,0.0,0.0,6.0364379127507135,0.64775,11.923076923076923,0.0,500,17.309,0.24,0.23984,955717.15,229215.12,509366.93,-5339866.07,0.08708,0.0
POL-2021239,Custodian Bank,Midwest,2024,158674056,0,0.0,0.0,0.0,9.639749845327806,0.49700000000000005,92.72727272727272,0.0,250,5.4,0.21,0.20986,365260.24,76652.15,170338.11,-158503717.89,0.00107,0.0
POL-2021240,Insurance Carrier,Southwest,2022,2215358,0,0.0,0.0,0.0,7.19300940635925,0.9365,14.444444444444445,0.0,10,0.443,0.13,0.12991,1438262.92,186846.2,415213.78,-1800144.22,0.18743,0.0
POL-2021241,Credit Union,West,2021,68504,0,0.0,0.0,0.0,4.244200317766478,0.60225,17.5,0.0,5,0.049,0.07,0.06995,378405.15,26470.23,58822.73,-9681.27,0.85868,0.0
POL-2021242,Insurance Carrier,Southwest,2020,3292886,1,1.0,1219948.0,822234.0,7.588829878307813,0.7024999999999999,13.055555555555555,0.0,15,0.554,0.71,0.70951,952148.33,675562.6,1501250.23,-1791635.77,0.45591,0.37048
POL-2021243,Regional Bank,Southwest,2024,5382997,0,0.0,0.0,0.0,8.09150496761904,0.8312499999999999,10.857142857142858,0.0,10,0.058,0.14,0.1399,2786681.49,389868.38,866374.17,-4516622.83,0.16095,0.0
POL-2021244,Broker-Dealer,Southeast,2020,3675895,0,0.0,0.0,0.0,7.493762583984179,0.618,19.583333333333336,0.0,15,0.551,0.06,0.05996,1740913.51,104383.32,231962.92,-3443932.08,0.0631,0.0
POL-2021245,Community Bank,Northeast,2023,85157,0,0.0,0.0,0.0,4.450852825603734,0.73775,14.999999999999998,1.0986122886681098,5,0.053,0.06,0.05996,229081.88,13735.5,30523.34,-54633.66,0.35844,0.0
POL-2021246,Insurance Carrier,West,2023,2421346,1,2.0,424168.0,267197.0,8.31549307739568,0.51375,5.5,0.0,2,0.088,0.77,0.76947,1581917.36,1217242.64,2704983.64,283637.64,1.11714,0.17518
POL-2021247,Fintech-Lending,Northeast,2021,857851,0,0.0,0.0,0.0,5.610935924289849,0.674,12.413793103448276,0.0,15,0.576,0.56,0.55962,576396.69,322561.21,716802.7,-141048.3,0.83558,0.0
POL-2021248,Asset Manager,West,2023,1367828,0,0.0,0.0,0.0,6.312279125595638,0.58225,7.142857142857142,0.0,25,0.889,0.06,0.05996,2038682.96,122237.25,271638.34,-1096189.66,0.19859,0.0
POL-2021249,Custodian Bank,Southwest,2020,14601014,0,0.0,0.0,0.0,8.638348312972704,0.6467499999999999,22.89473684210526,0.0,25,0.772,0.04,0.03997,600821.78,24016.42,53369.83,-14547644.17,0.00366,0.0
POL-2021250,Asset Manager,West,2023,424159,0,0.0,0.0,0.0,6.484635235635252,0.8315,25.25,0.0,2,0.025,0.16,0.15989,3549807.44,567580.44,1261289.86,837130.86,2.97363,0.0
POL-2021251,Broker-Dealer,National,2021,1822686,0,0.0,0.0,0.0,6.87388820947056,0.7030000000000001,4.473684210526315,0.0,10,0.085,0.15,0.1499,6314240.84,946487.85,2103306.33,280620.33,1.15396,0.0
POL-2021252,Insurance Carrier,Southwest,2022,4351301,0,0.0,0.0,0.0,7.8821262219328165,0.64125,9.0,0.6931471805599453,15,0.689,0.1,0.09993,1866110.45,186483.32,414407.37,-3936893.63,0.09524,0.0
POL-2021253,Fintech-Payments,West,2021,168948,1,1.0,38123.0,25611.0,5.839478190110101,0.7547499999999999,8.275862068965518,0.6931471805599453,1,0.025,0.79,0.78946,2434103.25,1921625.39,4270278.64,4101330.64,25.2757,0.22565
POL-2021254,Insurance Carrier,National,2024,7299878,1,2.0,460997.0,0.0,8.395070754160756,0.5077499999999999,130.0,0.0,10,0.102,0.22,0.21985,167423.98,36808.07,81795.7,-7218082.3,0.01121,0.06315
POL-2021255,Regional Bank,Northeast,2024,375466,0,0.0,0.0,0.0,5.84586057324919,0.8775000000000001,5.405405405405405,0.6931471805599453,5,0.202,0.01,0.00999,375102.22,3748.45,8329.9,-367136.1,0.02219,0.0
POL-2021256,Regional Bank,Southwest,2022,1886118,0,0.0,0.0,0.0,6.852453963197048,0.44725000000000004,11.923076923076923,0.6931471805599453,15,0.748,0.08,0.07995,175301.61,14014.53,31143.4,-1854974.6,0.01651,0.0
POL-2021257,Hedge Fund,West,2024,304441,1,1.0,529742.0,271531.0,5.4785534168509695,0.6817500000000001,6.875,0.0,5,0.141,0.65,0.64956,548069.55,356001.37,791114.16,486673.16,2.59858,1.74005
POL-2021258,Regional Bank,Southeast,2020,240408,0,0.0,0.0,0.0,5.420977379283924,0.5607500000000001,7.4074074074074066,0.6931471805599453,5,0.133,0.11,0.10992,2226457.27,244742.67,543872.6,303464.6,2.26229,0.0
POL-2021259,Broker-Dealer,West,2022,2364288,0,0.0,0.0,0.0,7.301350214519814,0.8025000000000001,11.0,0.0,10,0.356,0.05,0.04997,4226292.58,211169.99,469266.65,-1895021.35,0.19848,0.0
POL-2021260,Regional Bank,Northeast,2020,210843,0,0.0,0.0,0.0,6.42422051545205,0.90325,1.8181818181818183,0.0,1,0.026,0.08,0.07995,3007121.31,240405.04,534233.43,323390.43,2.5338,0.0
POL-2021261,Fintech-Payments,National,2021,1668615,0,0.0,0.0,0.0,5.66815529701305,0.60775,23.333333333333336,0.6931471805599453,50,1.732,0.07,0.06995,2111615.15,147711.89,328248.64,-1340366.36,0.19672,0.0
POL-2021262,Community Bank,Southeast,2022,52064,0,0.0,0.0,0.0,4.483002552013883,0.7925000000000001,67.3076923076923,0.0,2,0.097,0.06,0.05996,341382.75,20468.95,45486.54,-6577.46,0.87367,0.0
POL-2021263,Hedge Fund,National,2024,59322,0,0.0,0.0,0.0,4.769836807543325,0.8277500000000001,6.666666666666666,0.0,1,0.039,0.06,0.05996,1254497.76,75218.35,167151.88,107829.88,2.8177,0.0
POL-2021264,Regional Bank,Midwest,2021,837607,1,1.0,35788.0,20365.0,6.336471686179032,0.663,10.857142857142858,0.0,10,0.429,0.74,0.73949,1225832.51,906495.17,2014433.71,1176826.71,2.40499,0.04273
POL-2021265,Regional Bank,Northeast,2023,369658,0,0.0,0.0,0.0,5.613857767128214,0.86725,7.027027027027026,0.0,10,0.258,0.06,0.05996,1839148.97,110273.41,245052.02,-124605.98,0.66292,0.0
POL-2021266,Community Bank,Midwest,2024,114119,0,0.0,0.0,0.0,4.821087692210561,0.8432499999999999,6.486486486486486,0.0,5,0.029,0.17,0.16988,1973877.56,335329.51,745176.68,631057.68,6.52982,0.0
POL-2021267,Hedge Fund,Midwest,2022,422973,0,0.0,0.0,0.0,6.403077385802381,0.73575,10.384615384615385,0.6931471805599453,2,0.089,0.11,0.10992,667724.48,73399.42,163109.82,-259863.18,0.38563,0.0
POL-2021268,Regional Bank,Midwest,2023,362006,0,0.0,0.0,0.0,6.852348271710398,0.84275,15.945945945945946,0.0,1,0.025,0.09,0.08994,3394883.61,305330.39,678511.99,316505.99,1.87431,0.0
POL-2021269,Regional Bank,West,2021,1730120,0,0.0,0.0,0.0,6.926282583596021,0.7569999999999999,16.42857142857143,0.0,10,0.164,0.03,0.02998,853935.19,25600.52,56890.05,-1673229.95,0.03288,0.0
POL-2021270,Community Bank,Southeast,2021,36942,0,0.0,0.0,0.0,4.436751534363128,0.849,13.055555555555555,0.6931471805599453,2,0.025,0.09,0.08994,268060.88,24108.97,53575.48,16633.48,1.45026,0.0
POL-2021271,Credit Union,National,2023,109901,1,1.0,286172.0,197524.0,3.7796338173824005,0.601,1.6666666666666665,0.0,25,0.218,0.79,0.78946,476938.97,376523.89,836719.76,726818.76,7.6134,2.60391
POL-2021272,Fintech-Lending,Midwest,2022,570927,0,0.0,0.0,0.0,6.010040932680917,0.7372500000000001,10.0,0.0,5,0.099,0.03,0.02998,1335904.88,40049.72,88999.37,-481927.63,0.15589,0.0
POL-2021273,National Bank,Midwest,2023,191659491,0,0.0,0.0,0.0,10.026302352053534,0.3715,90.8,0.0,100,0.66,0.13,0.12991,548394.42,71242.48,158316.62,-191501174.38,0.00083,0.0
POL-2021274,Regional Bank,Midwest,2021,1254340,0,0.0,0.0,0.0,6.614993660787057,0.7925000000000001,7.428571428571429,1.3862943611198906,15,0.417,0.15,0.1499,2891544.88,433434.86,963188.57,-291151.43,0.76788,0.0
POL-2021275,Hedge Fund,Southeast,2021,867042,0,0.0,0.0,0.0,6.013226038889495,0.8415,27.35294117647059,0.0,10,0.132,0.03,0.02998,478366.15,14341.16,31869.25,-835172.75,0.03676,0.0
POL-2021276,Insurance Carrier,Southeast,2023,1169807,0,0.0,0.0,0.0,6.490268195646648,0.618,13.75,0.6931471805599453,15,0.671,0.31,0.30979,2695820.68,835132.4,1855849.78,686042.78,1.58646,0.0
POL-2021277,Regional Bank,Southwest,2020,532651,0,0.0,0.0,0.0,6.138590611998276,0.728,21.794871794871796,0.6931471805599453,5,0.19,0.12,0.11992,632071.84,75796.71,168437.12,-364213.88,0.31622,0.0
POL-2021278,Regional Bank,West,2023,839042,0,0.0,0.0,0.0,7.11574458252467,0.773,29.615384615384613,0.0,2,0.05,0.12,0.11992,2216360.45,265781.21,590624.92,-248417.08,0.70393,0.0
POL-2021279,Hedge Fund,Northeast,2022,389146,0,0.0,0.0,0.0,4.900820428089049,0.7170000000000001,5.217391304347826,0.0,25,0.246,0.04,0.03997,2478939.83,99089.72,220199.39,-168946.61,0.56585,0.0
POL-2021280,Fintech-Payments,Midwest,2021,497280,0,0.0,0.0,0.0,5.290789100127245,0.5785,2.8125,0.0,10,0.302,0.05,0.04997,2579950.0,128909.21,286464.9,-210815.1,0.57606,0.0
POL-2021281,Community Bank,Southwest,2024,32191,1,1.0,23670.0,0.0,4.204692619390966,0.6385000000000001,47.14285714285714,0.0,2,0.081,0.74,0.73949,286212.62,211652.37,470338.6,438147.6,14.61087,0.7353
POL-2021282,Regional Bank,West,2024,1176077,0,0.0,0.0,0.0,6.533934176208434,0.7927500000000001,38.148148148148145,0.0,10,0.352,0.12,0.11992,4976741.73,596800.24,1326222.76,150145.76,1.12767,0.0
POL-2021283,Hedge Fund,West,2020,835953,0,0.0,0.0,0.0,6.183117431330821,0.6869999999999999,30.588235294117645,0.0,10,0.194,0.03,0.02998,1128937.54,33844.94,75210.99,-760742.01,0.08997,0.0
POL-2021284,Broker-Dealer,National,2021,2845421,0,0.0,0.0,0.0,7.245869024732605,0.7857500000000001,7.241379310344827,0.6931471805599453,15,0.52,0.06,0.05996,7599733.73,455671.92,1012604.27,-1832816.73,0.35587,0.0
POL-2021285,Broker-Dealer,Southwest,2022,7020304,0,0.0,0.0,0.0,7.763361387239786,0.7095,4.3589743589743595,0.0,25,0.987,0.05,0.04997,68126133.08,3403975.16,7564389.25,544085.25,1.0775,0.0
POL-2021286,National Bank,West,2020,281878892,0,0.0,0.0,0.0,10.584898633706977,0.617,6.0,1.0986122886681098,100,1.199,0.1,0.09993,20230382.86,2021653.59,4492563.54,-277386328.46,0.01594,0.0
POL-2021287,Community Bank,Southeast,2024,266325,0,0.0,0.0,0.0,4.290459441148391,0.7725000000000001,5.517241379310345,0.6931471805599453,50,2.178,0.03,0.02998,453625.9,13599.46,30221.03,-236103.97,0.11347,0.0
POL-2021288,Regional Bank,Northeast,2024,364522,0,0.0,0.0,0.0,6.554787739831727,0.35775,59.375,0.0,2,0.027,0.13,0.12991,386517.28,50212.85,111584.12,-252937.88,0.30611,0.0
POL-2021289,Community Bank,Midwest,2021,42109,0,0.0,0.0,0.0,4.257030144499196,0.38275000000000003,30.370370370370367,0.0,2,0.029,0.03,0.02998,243380.67,7296.42,16214.27,-25894.73,0.38505,0.0
POL-2021290,Regional Bank,Southwest,2023,3477898,1,1.0,1244902.0,481017.0,6.904550148033189,0.7955,2.162162162162162,0.6931471805599453,50,0.637,0.62,0.61958,2369484.11,1468074.62,3262388.04,-215509.96,0.93803,0.35795
POL-2021291,Fintech-Payments,West,2024,3292080,0,0.0,0.0,0.0,5.895779296973574,0.54825,2.0,1.0986122886681098,100,3.258,0.07,0.06995,3988109.8,278976.61,619948.01,-2672131.99,0.18831,0.0
POL-2021292,Regional Bank,Southwest,2023,370840,0,0.0,0.0,0.0,5.902906520126191,0.30550000000000005,8.695652173913043,0.6931471805599453,5,0.058,0.18,0.17988,443011.12,79687.42,177083.16,-193756.84,0.47752,0.0
POL-2021293,National Bank,Southwest,2022,62750094,0,0.0,0.0,0.0,9.158404766087601,0.6305000000000001,30.606060606060602,0.0,100,4.758,0.07,0.06995,15284115.09,1069155.76,2375901.68,-60374192.32,0.03786,0.0
POL-2021294,National Bank,National,2022,221477503,0,0.0,0.0,0.0,10.23650382418395,0.53925,59.0,0.6931471805599453,100,0.559,0.05,0.04997,7644070.68,381941.93,848759.84,-220628743.16,0.00383,0.0
POL-2021295,Credit Union,Southeast,2022,77249,0,0.0,0.0,0.0,3.529297384289471,0.76425,30.625,0.6931471805599453,25,1.234,0.07,0.06995,555121.1,38831.88,86293.07,9044.07,1.11708,0.0
POL-2021296,Insurance Carrier,Midwest,2020,9314660,0,0.0,0.0,0.0,8.126991009973985,0.767,20.416666666666668,1.0986122886681098,25,0.221,0.13,0.12991,16162770.73,2099722.03,4666048.95,-4648611.05,0.50094,0.0
POL-2021297,Community Bank,Midwest,2024,145942,0,0.0,0.0,0.0,4.169761201506855,0.7755,25.0,0.0,25,0.136,0.19,0.18987,900952.41,171063.79,380141.76,234199.76,2.60475,0.0
POL-2021298,Investment Bank,Southwest,2022,23499885,0,0.0,0.0,0.0,8.872991751442749,0.6465000000000001,6.923076923076923,0.0,25,0.631,0.11,0.10992,480588.18,52828.52,117396.7,-23382488.3,0.005,0.0
POL-2021299,National Bank,Midwest,2024,33195660,0,0.0,0.0,0.0,9.208829230777232,0.7375000000000002,15.714285714285714,0.0,25,1.031,0.05,0.04997,5450293.88,272328.17,605173.71,-32590486.29,0.01823,0.0
POL-2021300,Credit Union,Southwest,2023,186004,1,1.0,28930.0,1957.0,3.883623530906448,0.78825,23.333333333333332,0.0,50,1.225,0.23,0.22984,3320920.57,763288.93,1696197.62,1510193.62,9.11915,0.15553
POL-2021301,Asset Manager,National,2022,2599667,0,0.0,0.0,0.0,7.101099199057828,0.59575,74.23076923076923,0.6931471805599453,15,0.281,0.07,0.06995,1460170.47,102141.97,226982.16,-2372684.84,0.08731,0.0
POL-2021302,Fintech-Lending,Southeast,2021,1008742,0,0.0,0.0,0.0,6.138590611998276,0.7157500000000001,19.30232558139535,0.0,10,0.297,0.07,0.06995,561089.29,39249.37,87220.82,-921521.18,0.08646,0.0
POL-2021303,Community Bank,National,2024,25276,0,0.0,0.0,0.0,3.949318790171843,0.6405000000000001,10.714285714285714,0.6931471805599453,2,0.025,0.07,0.06995,622142.68,43520.18,96711.51,71435.51,3.82622,0.0
POL-2021304,Broker-Dealer,Southeast,2024,8372826,0,0.0,0.0,0.0,6.420483408169882,0.687,19.736842105263158,0.0,250,4.974,0.08,0.07995,15615494.58,1248384.51,2774187.8,-5598638.2,0.33133,0.0
POL-2021305,Hedge Fund,Southeast,2020,366728,0,0.0,0.0,0.0,5.517452896464707,0.8582500000000001,0.48780487804878053,0.6931471805599453,5,0.123,0.1,0.09993,2927787.4,292578.34,650174.1,283446.1,1.77291,0.0
POL-2021306,Fintech-Payments,Southwest,2021,213109,0,0.0,0.0,0.0,5.788429948716486,0.6192500000000001,23.6,0.6931471805599453,1,0.025,0.05,0.04997,1643191.68,82103.35,182451.89,-30657.11,0.85614,0.0
POL-2021307,Custodian Bank,Southwest,2023,76411514,0,0.0,0.0,0.0,9.495654643398302,0.725,6.538461538461538,0.0,100,2.567,0.05,0.04997,1849211.85,92397.31,205327.35,-76206186.65,0.00269,0.0
POL-2021308,Community Bank,West,2021,287266,0,0.0,0.0,0.0,4.716711560720999,0.77425,3.142857142857143,0.0,25,1.018,0.1,0.09993,751770.84,75125.63,166945.84,-120320.16,0.58115,0.0
POL-2021309,Asset Manager,Southwest,2020,1265331,0,0.0,0.0,0.0,6.334167333479831,0.8245,1.7647058823529413,0.0,15,0.191,0.11,0.10992,1754252.82,192835.73,428523.85,-836807.15,0.33867,0.0
POL-2021310,Regional Bank,West,2022,855409,0,0.0,0.0,0.0,6.759487262313034,0.66025,7.714285714285714,0.6931471805599453,5,0.165,0.11,0.10992,1436105.58,157863.49,350807.75,-504601.25,0.41011,0.0
POL-2021311,Asset Manager,Midwest,2021,3467654,1,1.0,210476.0,101464.0,7.064502584656662,0.646,17.22222222222222,0.0,25,0.831,0.72,0.71951,2519219.55,1812596.57,4027992.38,560338.38,1.16159,0.0607
POL-2021312,Fintech-Lending,Southeast,2024,403618,0,0.0,0.0,0.0,5.323985113296614,0.842,4.473684210526315,0.6931471805599453,10,0.201,0.05,0.04997,3867237.94,193229.55,429399.0,25781.0,1.06387,0.0
POL-2021313,Insurance Carrier,Southeast,2024,39881548,0,0.0,0.0,0.0,8.920001439863116,0.7490000000000001,12.61904761904762,0.0,100,2.878,0.15,0.1499,2659122.0,398595.29,885767.31,-38995780.69,0.02221,0.0
POL-2021314,Investment Bank,Midwest,2023,102851572,0,0.0,0.0,0.0,8.984881642704533,0.914,21.63265306122449,0.6931471805599453,250,2.28,0.11,0.10992,2208054.96,242719.8,539377.33,-102312194.67,0.00524,0.0
POL-2021315,Community Bank,Southeast,2024,33013,1,1.0,169520.0,20342.0,4.623010104116422,0.5952500000000001,5.3125,0.0,1,0.044,0.76,0.75948,289532.98,219894.45,488654.34,455641.34,14.80188,5.13495
POL-2021316,Fintech-Payments,Southwest,2021,346793,0,0.0,0.0,0.0,5.994709277272871,0.60275,6.5625,0.0,2,0.097,0.18,0.17988,1524284.59,274183.43,609296.51,262503.51,1.75695,0.0
POL-2021317,Regional Bank,Southeast,2022,375534,0,0.0,0.0,0.0,6.340888264332522,0.7602500000000001,8.636363636363637,0.6931471805599453,2,0.055,0.22,0.21985,589586.36,129620.22,288044.93,-87489.07,0.76703,0.0
POL-2021318,Regional Bank,Southeast,2020,387738,0,0.0,0.0,0.0,5.700109069289892,0.7575,8.846153846153847,0.0,10,0.391,0.1,0.09993,2058444.36,205703.54,457118.99,69380.99,1.17894,0.0
POL-2021319,Insurance Carrier,Midwest,2023,8403348,0,0.0,0.0,0.0,7.517846884404756,0.68625,2.0,0.6931471805599453,50,0.997,0.1,0.09993,10830641.54,1082322.84,2405161.86,-5998186.14,0.28621,0.0
POL-2021320,Regional Bank,Midwest,2023,531972,0,0.0,0.0,0.0,6.722148331196653,0.6579999999999999,4.2105263157894735,0.0,2,0.029,0.08,0.07995,4727844.62,377968.69,839930.41,307958.41,1.5789,0.0
POL-2021321,Broker-Dealer,Southwest,2024,4549291,0,0.0,0.0,0.0,6.75530315579046,0.8132500000000001,11.818181818181817,0.6931471805599453,50,1.588,0.03,0.02998,12956415.2,388426.41,863169.8,-3686121.2,0.18974,0.0
POL-2021322,Fintech-Payments,National,2022,1341995,1,1.0,163960.0,46000.0,6.214808078424858,0.54975,8.8,0.0,10,0.418,0.28,0.27981,1458295.92,408043.37,906763.05,-435231.95,0.67568,0.12218
POL-2021323,Regional Bank,National,2023,1112539,1,1.0,503848.0,214665.0,6.441743671005939,0.5387500000000001,5.609756097560976,0.6931471805599453,10,0.098,0.68,0.67953,997152.81,677599.8,1505777.34,393238.34,1.35346,0.45288
POL-2021324,Asset Manager,Northeast,2024,2141076,1,1.0,5713472.0,91041.0,7.117692002809065,0.72675,12.380952380952383,1.0986122886681098,10,0.175,0.69,0.68953,1968741.89,1357502.11,3016671.35,875595.35,1.40895,2.6685
POL-2021325,Regional Bank,Southwest,2020,371011,1,1.0,9537.0,5645.0,6.361302477572996,0.7155,2.1052631578947367,0.6931471805599453,2,0.045,0.76,0.75948,578459.22,439328.1,976284.67,605273.67,2.63142,0.02571
POL-2021326,Fintech-Lending,National,2024,1536536,0,0.0,0.0,0.0,5.129306823813755,0.6627500000000001,10.0,0.6931471805599453,100,2.061,0.08,0.07995,1728879.94,138215.73,307146.06,-1229389.94,0.1999,0.0
POL-2021327,Hedge Fund,National,2020,296518,1,1.0,715060.0,103410.0,6.5321887212198355,0.6030000000000001,12.727272727272727,0.0,1,0.047,0.7,0.69952,423017.32,295909.45,657576.54,361058.54,2.21766,2.41152
POL-2021328,Fintech-Payments,Midwest,2022,566563,0,0.0,0.0,0.0,5.925591802957274,0.6852499999999999,6.578947368421052,0.0,5,0.105,0.01,0.00999,1156847.87,11560.56,25690.13,-540872.87,0.04534,0.0
POL-2021329,Fintech-Payments,National,2021,7003840,0,0.0,0.0,0.0,7.421357045694879,0.6535,1.5151515151515151,0.0,25,1.25,0.22,0.21985,2487288.2,546828.86,1215175.25,-5788664.75,0.1735,0.0
POL-2021330,Fintech-Payments,West,2021,180192,1,1.0,783616.0,326299.0,5.794232377578273,0.63025,6.875,0.6931471805599453,1,0.025,0.64,0.63956,2098839.86,1342338.1,2982973.56,2802781.56,16.55442,4.34878
POL-2021331,Community Bank,Midwest,2022,36502,0,0.0,0.0,0.0,4.835487941050301,0.7155,4.871794871794872,0.0,1,0.046,0.12,0.11992,372927.29,44720.64,99379.21,62877.21,2.72257,0.0
POL-2021332,Community Bank,Southeast,2023,310902,1,1.0,19556986.0,8449029.0,4.724729421045731,0.88675,10.24390243902439,0.0,25,0.688,0.77,0.76947,1757203.98,1352120.96,3004713.24,2693811.24,9.6645,62.90402
POL-2021333,Community Bank,Southwest,2024,142101,0,0.0,0.0,0.0,4.592084946439436,0.69725,6.0,0.0,10,0.113,0.01,0.00999,466818.81,4664.99,10366.65,-131734.35,0.07295,0.0
POL-2021334,Hedge Fund,Southwest,2023,1247011,0,0.0,0.0,0.0,6.24436105657154,0.68275,28.529411764705884,0.0,15,0.55,0.07,0.06995,500835.53,35034.49,77854.42,-1169156.58,0.06243,0.0
POL-2021335,Fintech-Lending,Southeast,2022,5317885,1,1.0,942062.0,538834.0,5.907811162110729,0.7817500000000001,8.529411764705882,0.0,250,2.828,0.75,0.74949,4637087.6,3475435.27,7723189.48,2405304.48,1.4523,0.17715
POL-2021336,Community Bank,Southeast,2022,26132,0,0.0,0.0,0.0,3.9627161197436642,0.8729999999999999,6.756756756756756,0.6931471805599453,2,0.082,0.04,0.03997,627180.92,25070.07,55711.26,29579.26,2.13192,0.0
POL-2021337,Regional Bank,Southwest,2021,596899,1,1.0,122846.0,19451.0,6.0390635259072605,0.5672499999999999,6.764705882352941,0.6931471805599453,10,0.055,0.67,0.66954,3558572.13,2382611.4,5294692.0,4697793.0,8.87033,0.20581
POL-2021338,Community Bank,National,2024,69380,0,0.0,0.0,0.0,3.7999735016195233,0.71625,10.384615384615385,0.6931471805599453,10,0.051,0.14,0.1399,834663.86,116772.96,259495.46,190115.46,3.74021,0.0
POL-2021339,National Bank,National,2021,53505786,0,0.0,0.0,0.0,9.305950506789506,0.7812500000000001,10.0,0.0,50,0.656,0.05,0.04997,6765284.47,338032.69,751183.76,-52754602.24,0.01404,0.0
POL-2021340,Credit Union,Northeast,2024,88490,0,0.0,0.0,0.0,4.387014176184921,0.8865000000000002,9.51219512195122,0.0,10,0.353,0.12,0.11992,627082.16,75198.35,167107.45,78617.45,1.88843,0.0
POL-2021341,Insurance Carrier,Southwest,2024,1769988,0,0.0,0.0,0.0,7.483694258636541,0.7345,1.212121212121212,1.0986122886681098,5,0.063,0.1,0.09993,25576904.14,2555939.77,5679866.16,3909878.16,3.20899,0.0
POL-2021342,Regional Bank,Midwest,2021,1053419,0,0.0,0.0,0.0,6.8493843656558075,0.86475,9.375,0.0,5,0.033,0.02,0.01999,4130633.6,82556.13,183458.06,-869960.94,0.17415,0.0
POL-2021343,Credit Union,National,2022,123021,0,0.0,0.0,0.0,3.2771447329921766,0.76,8.25,0.0,100,2.568,0.14,0.1399,1396208.97,195335.46,434078.81,311057.81,3.52849,0.0
POL-2021344,Credit Union,West,2023,63357,0,0.0,0.0,0.0,3.7932394694381792,0.69725,27.142857142857142,0.0,10,0.3,0.12,0.11992,633548.82,75973.82,168830.71,105473.71,2.66475,0.0
POL-2021345,Fintech-Lending,West,2023,670302,0,0.0,0.0,0.0,5.910254491682439,0.46225,23.225806451612904,0.6931471805599453,10,0.174,0.12,0.11992,1283040.62,153859.49,341909.98,-328392.02,0.51008,0.0
POL-2021346,Regional Bank,West,2022,1499685,0,0.0,0.0,0.0,6.477433794875106,0.69125,6.8181818181818175,0.0,25,0.93,0.08,0.07995,3954437.43,316138.46,702529.91,-797155.09,0.46845,0.0
POL-2021347,Community Bank,National,2024,39141,1,1.0,365451.0,143876.0,4.497584975308154,0.67675,15.161290322580644,0.0,2,0.081,0.56,0.55962,689650.69,385940.04,857644.54,818503.54,21.91167,9.33678
POL-2021348,Hedge Fund,Southeast,2023,941421,0,0.0,0.0,0.0,5.808142489980444,0.8684999999999999,10.000000000000002,0.0,15,0.442,0.05,0.04997,1314100.83,65660.07,145911.26,-795509.74,0.15499,0.0
POL-2021349,Investment Bank,National,2022,125300859,0,0.0,0.0,0.0,9.157403622592822,0.61375,4.0,0.0,250,12.268,0.17,0.16988,5642094.6,958499.57,2129999.06,-123170859.94,0.017,0.0
POL-2021350,Asset Manager,Northeast,2020,9279574,0,0.0,0.0,0.0,6.772737067304049,0.56325,23.6,0.0,250,11.942,0.1,0.09993,3216352.63,321415.12,714255.81,-8565318.19,0.07697,0.0
POL-2021351,Regional Bank,Northeast,2022,171255,0,0.0,0.0,0.0,6.1450436350362825,0.7705000000000001,13.913043478260867,1.0986122886681098,1,0.038,0.08,0.07995,401811.36,32122.91,71384.24,-99870.76,0.41683,0.0
POL-2021352,Asset Manager,West,2022,2151444,0,0.0,0.0,0.0,6.845454252784758,0.434,14.4,0.0,15,0.5,0.1,0.09993,359696.51,35945.03,79877.85,-2071566.15,0.03713,0.0
POL-2021353,Fintech-Lending,Northeast,2021,1231668,0,0.0,0.0,0.0,5.9293231505701325,0.87125,5.90909090909091,0.0,25,0.168,0.15,0.1499,3935596.27,589935.38,1310967.5,79299.5,1.06438,0.0
POL-2021354,Credit Union,National,2020,29027,0,0.0,0.0,0.0,3.9512437185814275,0.6825,8.108108108108107,0.6931471805599453,2,0.05,0.04,0.03997,887773.76,35486.64,78859.21,49832.21,2.71675,0.0
POL-2021355,Asset Manager,West,2024,1947766,0,0.0,0.0,0.0,6.024415647247668,0.72125,17.83783783783784,1.0986122886681098,50,2.217,0.14,0.1399,7063111.07,988158.73,2195908.29,248142.29,1.1274,0.0
POL-2021356,Broker-Dealer,Southwest,2020,1103290,0,0.0,0.0,0.0,6.933617938507864,0.7362500000000001,54.347826086956516,0.6931471805599453,5,0.095,0.03,0.02998,2645575.7,79312.95,176250.99,-927039.01,0.15975,0.0
POL-2021357,Regional Bank,West,2023,644123,1,1.0,6434746.0,163410.0,5.52823790214127,0.684,9.02439024390244,0.6931471805599453,25,1.209,0.7,0.69952,1825112.62,1276704.38,2837120.85,2192997.85,4.40463,9.98993
POL-2021358,Insurance Carrier,Midwest,2024,5432919,0,0.0,0.0,0.0,8.17574459322149,0.581,16.08695652173913,0.0,10,0.309,0.07,0.06995,1769603.73,123787.48,275083.28,-5157835.72,0.05063,0.0
POL-2021359,Community Bank,Northeast,2023,110894,0,0.0,0.0,0.0,4.697749367281185,0.8170000000000001,4.864864864864865,0.6931471805599453,5,0.21,0.09,0.08994,419973.55,37771.75,83937.22,-26956.78,0.75691,0.0
